Compound,RF,NN
CMP2385,9.77803798,10.14539723
CMP2386,7.14314824,8.515802322
CMP2387,8.466015313,8.78890477
CMP2388,9.252030735,9.938395872
CMP2389,6.253540215,7.531781717
CMP2390,9.460721464,10.69124159
CMP2391,9.373849168,9.997990555
CMP2392,7.781078548,7.223711447
CMP2393,9.333553217,10.16916374
CMP2394,9.507520487,9.790141537
CMP2395,7.906491033,9.262517952
CMP2396,8.780718526,9.586501507
CMP2397,9.862649426,10.79281037
CMP2398,9.64659929,10.44167352
CMP2399,8.782133904,8.820974032
CMP2400,9.244931473,8.832072996
CMP2401,9.458207639,7.20552449
CMP2402,9.575980108,9.14422452
CMP2403,9.388837993,9.297755845
CMP2404,7.828727466,9.675596028
CMP2405,7.478991991,5.77991472
CMP2406,9.516842809,10.6176344
CMP2407,9.053504594,9.786885477
CMP2408,7.528776321,4.905442788
CMP2409,7.913795898,6.499942874
CMP2410,6.94337184,9.590985936
CMP2411,7.490929478,8.523010197
CMP2412,6.627169203,5.136693094
CMP2413,7.039766032,7.51463275
CMP2414,8.099263649,9.210812461
CMP2415,7.254265239,6.021317246
CMP2416,8.960672643,10.24642826
CMP2417,7.109776125,5.953474746
CMP2418,9.45917546,7.949702477
CMP2419,9.113418328,8.606506047
CMP2420,6.064362768,5.76081846
CMP2421,7.35301251,6.413267625
CMP2422,9.174913745,8.274884281
CMP2423,9.210296642,8.259338789
CMP2424,9.063828167,10.68022751
CMP2425,9.496979366,10.47633667
CMP2426,9.280098204,7.098010538
CMP2427,7.443313725,7.290071109
CMP2428,9.896129928,7.973001912
CMP2429,8.086698348,10.39005598
CMP2430,9.024980675,8.499699754
CMP2431,6.381738249,7.526810669
CMP2432,9.302177436,7.845220442
CMP2433,8.770158538,10.13014023
CMP2434,9.613767775,8.833824332
CMP2435,7.154300481,4.943902117
CMP2436,7.408998209,7.015413838
CMP2437,5.966590563,5.881971213
CMP2438,9.24853602,9.023225509
CMP2439,8.362887261,10.84102313
CMP2440,9.432510427,9.483275072
CMP2441,9.196898458,10.64154835
CMP2442,9.269703672,10.38740589
CMP2443,6.790948731,5.482205359
CMP2444,6.705860559,5.777359276
CMP2445,9.363720864,8.774363796
CMP2446,9.486746045,9.08624184
CMP2447,9.301377916,8.41980856
CMP2448,6.69333921,7.307977388
CMP2449,8.875113063,9.364341969
CMP2450,7.675929775,7.202635804
CMP2451,9.277512049,7.860060034
CMP2452,8.91299193,8.591412803
CMP2453,8.990261136,9.76696711
CMP2454,8.040536259,6.537445879
CMP2455,9.398948048,10.62637034
CMP2456,7.852850344,9.295719503
CMP2457,6.674408641,5.678281606
CMP2458,9.214421735,8.973414501
CMP2459,7.907139349,5.781651263
CMP2460,9.041354612,8.534155447
CMP2461,8.834376351,7.339713759
CMP2462,8.019795328,9.633588542
CMP2463,9.581152531,10.15471353
CMP2464,7.391168392,9.96319111
CMP2465,9.572721107,8.771670941
CMP2466,9.18367446,10.20370486
CMP2467,9.398573322,6.895071773
CMP2468,9.626008966,8.094199997
CMP2469,9.40680168,10.49690854
CMP2470,8.962977268,7.218112379
CMP2471,8.409281505,4.415328937
CMP2472,9.091734316,10.00541455
CMP2473,5.628887238,4.408428488
CMP2474,9.363345237,8.784950688
CMP2475,7.925734727,10.38720101
CMP2476,7.103911864,7.396715691
CMP2477,6.192920826,7.604877381
CMP2478,6.529282695,7.459975311
CMP2479,8.753287648,6.872174409
CMP2480,8.693867119,10.09261994
CMP2481,9.112175787,9.81821473
CMP2482,8.058165378,8.712170962
CMP2483,9.047397654,10.99953741
CMP2484,8.152714631,9.394764327
CMP2485,9.21368157,8.531104804
CMP2486,8.409779473,8.895612169
CMP2487,9.211674628,5.867386952
CMP2488,8.960439108,9.373520553
CMP2489,7.135391249,8.636562425
CMP2490,8.044800749,10.15011547
CMP2491,8.421813806,5.147610092
CMP2492,9.231135174,5.992030035
CMP2493,6.933598006,3.867138482
CMP2494,9.06583323,8.677061193
CMP2495,8.763382942,10.24373048
CMP2496,7.792819544,5.023219964
CMP2497,9.526686334,9.095121362
CMP2498,7.550778653,7.694903911
CMP2499,7.7573086,7.882394839
CMP2500,9.568859082,9.915727953
CMP2501,7.792320045,7.898856614
CMP2502,9.946743015,11.18443164
CMP2503,7.639522991,4.834899941
CMP2504,8.565618665,8.202282236
CMP2505,8.915960015,9.477870263
CMP2506,9.547476151,10.37048737
CMP2507,8.659798592,8.849997384
CMP2508,9.831317554,10.36562743
CMP2509,7.229330201,4.410937413
CMP2510,9.629372525,10.44729923
CMP2511,9.440130959,8.191529197
CMP2512,7.481488084,9.895695178
CMP2513,8.938692014,9.408996652
CMP2514,8.148095165,6.125360837
CMP2515,9.333540569,9.884292821
CMP2516,9.075449066,10.38070488
CMP2517,7.467677216,6.642715619
CMP2518,7.142928409,5.396058968
CMP2519,6.698306918,3.621524753
CMP2520,9.098768679,7.734751277
CMP2521,8.372527987,5.001694535
CMP2522,9.869224077,9.811215442
CMP2523,7.889273374,6.820063159
CMP2524,9.398926075,9.055436053
CMP2525,6.986884772,6.162399357
CMP2526,8.521066665,10.41691359
CMP2527,6.646044147,6.027240798
CMP2528,6.709018044,6.335137548
CMP2529,9.673661434,10.33959485
CMP2530,7.813227348,8.829177116
CMP2531,6.381902048,5.029740657
CMP2532,7.556334473,5.496701265
CMP2533,9.106913417,11.20974216
CMP2534,9.295737276,7.8893108
CMP2535,9.462446674,10.72890989
CMP2536,9.205555608,9.094305041
CMP2537,6.88374149,7.307488602
CMP2538,8.34808224,8.97254897
CMP2539,8.333388764,5.441934699
CMP2540,9.603417955,7.534913161
CMP2541,6.311424915,6.219603543
CMP2542,7.731758206,9.034471979
CMP2543,9.279198928,8.511939394
CMP2544,9.627858367,9.870267291
CMP2545,7.493616395,9.61859888
CMP2546,9.237632686,9.198836155
CMP2547,8.965923809,10.3343212
CMP2548,7.524914182,7.149601873
CMP2549,7.565295024,8.759115689
CMP2550,7.469207836,5.626303776
CMP2551,8.708629382,8.219192576
CMP2552,9.792963991,7.989946173
CMP2553,8.998996062,4.56546048
CMP2554,9.881544772,9.829724692
CMP2555,7.39616601,6.618673788
CMP2556,9.240974513,9.92903072
CMP2557,9.196072431,5.750795243
CMP2558,9.318563095,10.42596317
CMP2559,7.681495744,6.791355064
CMP2560,9.320968977,8.343837521
CMP2561,8.100758427,9.422976913
CMP2562,9.328794562,8.529131966
CMP2563,6.957761584,7.856116848
CMP2564,9.270839208,10.14551147
CMP2565,8.384753714,9.34603544
CMP2566,7.095362809,7.533126688
CMP2567,8.184455856,10.58429974
CMP2568,6.616166736,6.079033872
CMP2569,8.771296672,8.654325737
CMP2570,7.237676242,7.69224911
CMP2571,9.627406178,10.37968318
CMP2572,8.737671399,9.436374346
CMP2573,7.993643911,6.952212728
CMP2574,9.542023015,9.727300795
CMP2575,7.406672191,8.935401571
CMP2576,7.424190263,9.895016467
CMP2577,7.835353211,8.751714793
CMP2578,9.281264114,9.176015671
CMP2579,9.591760041,10.16116066
CMP2580,6.98166833,9.653776116
CMP2581,9.2608843,10.78150924
CMP2582,8.68764437,6.259369716
CMP2583,9.578019669,10.79978715
CMP2584,9.10751504,9.665213249
CMP2585,9.621125305,9.78293891
CMP2586,6.114055608,6.513535088
CMP2587,9.407176058,9.187579133
CMP2588,9.212109301,8.474342621
CMP2589,7.800066666,8.48756303
CMP2590,7.997707948,7.770800934
CMP2591,6.669975228,7.723149729
CMP2592,8.547035519,7.843480966
CMP2593,9.310294342,7.430652904
CMP2594,7.528105482,6.634669192
CMP2595,6.859804578,8.019722932
CMP2596,6.990670097,5.458814951
CMP2597,8.663515892,9.183138388
CMP2598,8.442580419,8.838856902
CMP2599,9.289680364,10.36814884
CMP2600,8.439190052,8.885035319
CMP2601,9.491944486,10.61927858
CMP2602,7.347229753,8.081189608
CMP2603,7.304954309,6.775381644
CMP2604,9.315512287,11.29379588
CMP2605,8.97800645,9.612894979
CMP2606,8.306696503,9.65405343
CMP2607,7.298937078,8.220838665
CMP2608,6.326647429,5.347005979
CMP2609,9.601049007,8.607442133
CMP2610,7.745444593,5.887773834
CMP2611,6.158097014,7.229915313
CMP2612,8.902952592,10.96368778
CMP2613,9.439734954,9.261440443
CMP2614,9.423175469,7.713306278
CMP2615,7.689765187,9.147088012
CMP2616,7.652188621,7.23511759
CMP2617,8.178235932,9.523088488
CMP2618,9.554535561,8.311380221
CMP2619,9.179298503,5.788632024
CMP2620,8.475025104,8.826903219
CMP2621,9.094814361,9.607899823
CMP2622,8.048951288,10.5853353
CMP2623,7.704644151,10.56558
CMP2624,7.693397063,6.594954969
CMP2625,8.545216281,10.17863234
CMP2626,9.447257971,10.39224263
CMP2627,9.539703564,8.738445858
CMP2628,7.719243936,5.333300646
CMP2629,7.882350048,7.243122654
CMP2630,9.657960828,8.447942029
CMP2631,7.863529199,9.937860868
CMP2632,6.56398077,6.74980526
CMP2633,6.740747595,6.144518988
CMP2634,7.182173993,10.32945214
CMP2635,8.780055669,10.54438627
CMP2636,8.186424221,6.338128288
CMP2637,6.45262644,8.327231364
CMP2638,9.60162898,10.2145231
CMP2639,8.170959832,10.45099112
CMP2640,6.020975395,7.381245129
CMP2641,8.880234965,6.888027129
CMP2642,9.692703498,9.928680562
CMP2643,9.583599253,9.647533551
CMP2644,6.59293808,6.320327111
CMP2645,9.254705107,10.24597515
CMP2646,9.539258217,9.967878413
CMP2647,9.549586375,9.983800994
CMP2648,7.416467286,7.402150901
CMP2649,7.354250327,6.218853085
CMP2650,6.749547495,4.489709318
CMP2651,8.886296639,8.290689225
CMP2652,7.944804311,4.294808716
CMP2653,8.925478344,9.242621438
CMP2654,6.933992204,7.471435568
CMP2655,9.330395859,8.458324579
CMP2656,8.784009684,10.22664742
CMP2657,9.297664006,10.57618958
CMP2658,7.409332378,9.211569273
CMP2659,8.44693599,9.996579348
CMP2660,6.580323667,7.653007828
CMP2661,9.367615367,9.09679796
CMP2662,8.551755209,6.257074667
CMP2663,7.681379318,7.217447713
CMP2664,6.663402614,9.293970494
CMP2665,6.62483194,5.717326822
CMP2666,8.862723729,7.90733506
CMP2667,6.798040948,2.601579802
CMP2668,7.680128969,6.880989194
CMP2669,6.223613146,6.534466143
CMP2670,8.448644754,9.671874331
CMP2671,7.053335174,7.801382995
CMP2672,9.163031228,10.83604356
CMP2673,7.789862532,8.428222653
CMP2674,9.82910277,10.70856717
CMP2675,9.715104407,11.06091547
CMP2676,7.772086619,7.207166392
CMP2677,9.443557119,8.083954776
CMP2678,9.587320734,10.82250994
CMP2679,9.296658641,9.822756139
CMP2680,8.801203811,8.78364208
CMP2681,9.069968435,9.524148821
CMP2682,9.103363376,8.421858912
CMP2683,9.349540367,8.090256139
CMP2684,7.95118353,6.504170093
CMP2685,7.430038259,9.549419016
CMP2686,8.728921831,9.512799054
CMP2687,8.926383101,6.445814489
CMP2688,7.219781591,7.442770464
CMP2689,7.548577317,6.359346284
CMP2690,6.539461675,5.010466761
CMP2691,6.674332568,8.377089532
CMP2692,8.661043336,9.29431143
CMP2693,9.004752234,10.20495191
CMP2694,9.235056597,10.54828889
CMP2695,9.367096674,9.914522426
CMP2696,9.777739957,8.173686478
CMP2697,8.09947217,9.323967579
CMP2698,9.493518018,8.430254807
CMP2699,8.98415475,8.63656068
CMP2700,8.916440383,9.28746124
CMP2701,8.071007519,5.801232412
CMP2702,9.270535909,10.30748227
CMP2703,9.112530253,8.275656247
CMP2704,9.426702507,7.696677388
CMP2705,9.17735769,9.369749477
CMP2706,7.092598912,8.046937663
CMP2707,7.858627274,7.992607324
CMP2708,9.127059993,8.878479191
CMP2709,8.825556767,10.49060801
CMP2710,9.544390213,9.84153278
CMP2711,6.49067883,5.309860823
CMP2712,8.464902272,6.490534783
CMP2713,6.894308888,8.110045958
CMP2714,7.773465982,7.812230362
CMP2715,8.867387455,10.18180368
CMP2716,9.589846916,8.5231257
CMP2717,9.565638788,10.32513892
CMP2718,5.811351651,2.880597866
CMP2719,6.220739206,3.833308198
CMP2720,9.430835002,9.697105875
CMP2721,9.685126464,8.91275243
CMP2722,9.527216685,9.231472822
CMP2723,7.662757143,7.160495111
CMP2724,7.588802487,8.805685002
CMP2725,7.573733182,7.259723316
CMP2726,8.784099625,8.96711933
CMP2727,7.023866019,8.687826596
CMP2728,8.144363035,4.810409028
CMP2729,7.894118643,9.875362821
CMP2730,8.410733855,4.178136082
CMP2731,9.273482185,7.153979129
CMP2732,8.769579944,8.393179083
CMP2733,7.941465288,8.7294407
CMP2734,9.200142791,9.879088115
CMP2735,7.866562371,9.73848189
CMP2736,7.765008911,10.6370623
CMP2737,9.82093166,10.58081997
CMP2738,9.649880085,10.4285072
CMP2739,9.556745154,9.005891862
CMP2740,9.141046486,9.090925214
CMP2741,7.749574706,5.889451318
CMP2742,8.785795215,9.88071295
CMP2743,9.362445603,9.365533359
CMP2744,9.300243215,10.66589856
CMP2745,8.922834998,10.49731292
CMP2746,8.963518256,10.03005384
CMP2747,8.800691885,7.999753044
CMP2748,7.59873561,6.724796747
CMP2749,7.223435294,9.379232207
CMP2750,8.142805651,10.37226876
CMP2751,8.998185002,9.173621405
CMP2752,8.699447012,7.646153239
CMP2753,8.694438144,10.63247408
CMP2754,7.159957232,9.034105277
CMP2755,7.079671086,8.350097626
CMP2756,8.391305661,9.066347889
CMP2757,7.415161036,7.108639809
CMP2758,8.768348703,8.090149522
CMP2759,9.141120867,9.442173026
CMP2760,7.421150044,9.203017021
CMP2761,9.272023584,10.98507844
CMP2762,9.359120626,9.854078387
CMP2763,9.756787672,8.286984427
CMP2764,8.02544143,9.605801025
CMP2765,9.511608325,9.777867191
CMP2766,9.626725468,9.281063209
CMP2767,9.432026892,7.884024991
CMP2768,9.591034176,9.565993511
CMP2769,9.275181849,10.64776133
CMP2770,9.34171073,5.960127468
CMP2771,8.806335304,5.598076479
CMP2772,8.971544662,8.664392935
CMP2773,7.694248885,3.067336581
CMP2774,7.620258719,8.262454975
CMP2775,7.906791296,4.825727373
CMP2776,8.004711467,5.319570026
CMP2777,6.464617158,7.763249687
CMP2778,9.290905394,9.956622395
CMP2779,8.75759486,6.04569381
CMP2780,7.546345306,5.912019564
CMP2781,8.97020283,7.122304195
CMP2782,8.128338302,8.323047252
CMP2783,7.22347964,8.577199884
CMP2784,7.710569407,6.137459507
CMP2785,8.954191247,8.573201257
CMP2786,8.973355682,8.886905511
CMP2787,9.338298989,10.43975448
CMP2788,7.480700571,8.53739664
CMP2789,7.255824487,7.047213206
CMP2790,7.434587685,10.65856022
CMP2791,6.946242899,3.394076516
CMP2792,6.09369385,5.494701201
CMP2793,7.786574607,10.88956267
CMP2794,7.770221891,7.844619544
CMP2795,7.276744687,5.470525402
CMP2796,9.281183581,7.3552962
CMP2797,9.088729179,7.531109392
CMP2798,7.691987653,5.82226085
CMP2799,8.277339541,5.326797875
CMP2800,9.627634575,10.97204001
CMP2801,7.58975072,9.211425664
CMP2802,9.299454669,8.936764085
CMP2803,9.747429173,8.219207289
CMP2804,8.777157117,8.337343641
CMP2805,8.432194434,8.585487872
CMP2806,9.41380307,10.5992125
CMP2807,6.877907054,8.817842619
CMP2808,8.409473243,8.416241611
CMP2809,6.513920467,8.027444323
CMP2810,8.6775734,7.534447566
CMP2811,7.665608309,7.428537022
CMP2812,9.683895411,10.88971247
CMP2813,9.375281085,10.06327496
CMP2814,9.74012512,8.29420701
CMP2815,9.473173779,9.425591202
CMP2816,9.371032755,7.700088021
CMP2817,8.64948061,8.610136859
CMP2818,7.844381812,5.904611111
CMP2819,9.435418414,9.337032285
CMP2820,6.721620024,5.463836999
CMP2821,8.992310923,8.154852211
CMP2822,9.704852954,8.002185144
CMP2823,8.988350244,6.152794564
CMP2824,9.111232387,8.635709989
CMP2825,9.457336216,10.04291064
CMP2826,8.754121986,6.407318145
CMP2827,7.691710919,6.135486885
CMP2828,9.596285687,9.961300604
CMP2829,7.468255224,4.500762115
CMP2830,9.284343709,9.92624069
CMP2831,7.432676045,9.475256712
CMP2832,7.97010392,8.451583474
CMP2833,9.053969465,8.187114803
CMP2834,6.74971831,7.123451053
CMP2835,9.330605398,9.60895351
CMP2836,8.48697915,5.734673487
CMP2837,8.655464539,7.485297255
CMP2838,5.924593259,7.842323019
CMP2839,6.669001123,6.320334419
CMP2840,9.599945975,9.655635587
CMP2841,8.65873339,10.18425917
CMP2842,9.388869526,10.46395311
CMP2843,7.530405251,7.670002864
CMP2844,7.904074339,8.002216836
CMP2845,9.155488158,8.319620185
CMP2846,7.780930742,8.307249918
CMP2847,9.283404953,9.768502323
CMP2848,8.556858106,5.935592152
CMP2849,9.335894846,7.293756656
CMP2850,7.493354668,7.149574035
CMP2851,9.10507389,9.695495884
CMP2852,8.424969714,7.127540085
CMP2853,6.742796538,6.429390034
CMP2854,8.589362338,10.14525401
CMP2855,8.340828465,10.73170009
CMP2856,8.513259047,9.495215787
CMP2857,9.594511401,9.481593274
CMP2858,9.67795814,11.01130113
CMP2859,7.401333157,8.141411022
CMP2860,9.517736485,9.217931738
CMP2861,6.732968844,7.774682917
CMP2862,9.845069554,11.20229136
CMP2863,8.863570277,9.827478316
CMP2864,7.805233365,10.02837746
CMP2865,7.609419499,6.493213798
CMP2866,8.590755919,8.271125931
CMP2867,7.032435383,9.433211391
CMP2868,6.235704833,2.505368052
CMP2869,9.159202387,10.7951008
CMP2870,9.553318607,8.842232945
CMP2871,8.753296444,9.579515647
CMP2872,7.475202249,5.530829639
CMP2873,9.489349843,8.831750429
CMP2874,7.743231781,5.259709204
CMP2875,8.60272913,9.829929904
CMP2876,7.184840553,7.753610735
CMP2877,6.937284349,7.076390329
CMP2878,7.046840986,7.747809613
CMP2879,9.070562455,10.59802182
CMP2880,7.777520938,7.63745077
CMP2881,8.43494801,8.137510311
CMP2882,6.534835371,6.81098862
CMP2883,8.385056541,10.83906151
CMP2884,9.295495917,6.61813865
CMP2885,8.975612567,8.081871728
CMP2886,8.920756041,8.151082224
CMP2887,9.412661366,9.922056579
CMP2888,9.531950489,10.20358541
CMP2889,9.176167223,8.28545448
CMP2890,9.392850042,7.491417617
CMP2891,9.393196116,9.837198344
CMP2892,9.453686178,8.017713416
CMP2893,8.233912231,5.921061822
CMP2894,6.98866115,5.98143207
CMP2895,8.834001568,9.083450859
CMP2896,8.1734039,4.316600717
CMP2897,9.361485368,8.520716094
CMP2898,9.480548205,10.60602128
CMP2899,6.601740279,3.343324695
CMP2900,6.860063676,4.40841834
CMP2901,8.972587601,8.57335151
CMP2902,9.282451436,6.714874843
CMP2903,9.127984398,9.781950953
CMP2904,7.885746942,9.322257567
CMP2905,6.238618692,5.226593877
CMP2906,7.838558882,9.074932547
CMP2907,8.904180817,8.580662822
CMP2908,8.490117602,8.149138216
CMP2909,9.407299195,10.66011005
CMP2910,7.285969179,9.724323932
CMP2911,9.226975446,8.280523496
CMP2912,8.369903391,7.87940718
CMP2913,7.050938253,3.60267117
CMP2914,7.935300794,9.226326101
CMP2915,6.054659365,6.203269631
CMP2916,8.346746585,6.989212176
CMP2917,7.786885973,7.688243805
CMP2918,8.97319899,10.93381083
CMP2919,9.131844514,10.54663487
CMP2920,8.683408606,7.855686779
CMP2921,9.323466788,5.363602023
CMP2922,6.807632612,5.593372042
CMP2923,7.239127268,7.088308633
CMP2924,9.326798132,9.606919078
CMP2925,9.172170172,10.94944272
CMP2926,9.419859683,8.80561366
CMP2927,9.320513124,10.06524118
CMP2928,9.531107647,7.730238802
CMP2929,9.149673232,7.551612788
CMP2930,10.11123251,11.06574336
CMP2931,8.42888264,8.731909843
CMP2932,7.202311755,8.18891885
CMP2933,7.110683801,1.673944065
CMP2934,9.635671586,11.14617878
CMP2935,9.242787924,10.32795323
CMP2936,9.262119365,10.57377107
CMP2937,9.224146544,8.909663298
CMP2938,9.73848002,8.247774152
CMP2939,8.13932871,9.682707249
CMP2940,9.264329898,10.1627001
CMP2941,7.431295413,4.048550638
CMP2942,6.996649596,7.800723678
CMP2943,9.450581854,8.832219612
CMP2944,8.957910073,9.262253729
CMP2945,7.112209002,3.011535129
CMP2946,8.233753283,8.612978043
CMP2947,8.918179343,8.888993469
CMP2948,9.263367191,7.001577547
CMP2949,8.96149268,10.41239964
CMP2950,8.991968277,8.168598966
CMP2951,9.090327378,9.777631102
CMP2952,9.791731337,8.192343817
CMP2953,9.437732873,9.147427529
CMP2954,9.275630512,5.607329034
CMP2955,9.393353145,9.848228515
CMP2956,8.666148699,8.617678473
CMP2957,7.331436589,5.294337295
CMP2958,8.189961846,6.097675369
CMP2959,9.388448572,8.355815297
CMP2960,8.38474219,9.757965661
CMP2961,6.842592782,7.107327769
CMP2962,7.095926349,8.285777327
CMP2963,7.214036016,7.034489912
CMP2964,6.847297813,7.623606047
CMP2965,7.688969151,10.24350609
CMP2966,8.081171733,8.969474485
CMP2967,9.413035381,8.991201648
CMP2968,8.143078449,6.39629098
CMP2969,9.302123308,10.50611473
CMP2970,7.582765279,5.461688724
CMP2971,8.881169311,9.881261971
CMP2972,9.381500242,9.677216
CMP2973,9.003217101,8.964749075
CMP2974,8.582813086,8.500113605
CMP2975,7.874506099,8.928742353
CMP2976,8.297529341,6.133655705
CMP2977,8.097246155,9.688887169
CMP2978,9.264831427,9.323155037
CMP2979,9.569204207,9.946134074
CMP2980,7.635041329,10.08455686
CMP2981,9.05950377,10.15529068
CMP2982,9.387918901,7.373375812
CMP2983,7.723197297,8.352188474
CMP2984,7.245170717,9.337766808
CMP2985,7.089220734,8.880193747
CMP2986,7.516661018,5.843597777
CMP2987,9.634479106,9.464506562
CMP2988,9.06815007,9.106594195
CMP2989,6.725821754,7.805580186
CMP2990,7.560611977,4.90654381
CMP2991,7.881321914,10.27026511
CMP2992,6.841660496,6.707202672
CMP2993,8.760289916,11.19497986
CMP2994,9.55729904,8.240796113
CMP2995,8.207390839,10.64311568
CMP2996,9.182431985,10.18345597
CMP2997,8.103204449,9.626994701
CMP2998,8.518376856,10.03759346
CMP2999,8.997846047,8.59485277
CMP3000,8.614951099,10.7884401
CMP3001,6.966372943,7.779416119
CMP3002,9.48670532,9.757259426
CMP3003,9.534330779,10.05180637
CMP3004,9.221376089,10.3647939
CMP3005,9.14572138,8.172700021
CMP3006,9.337187041,9.74689619
CMP3007,7.036567559,8.032581216
CMP3008,9.158236079,8.718981045
CMP3009,6.732111799,6.886795511
CMP3010,8.206431639,9.307470133
CMP3011,8.178719381,8.284334285
CMP3012,7.290810439,8.89485659
CMP3013,8.736031086,8.351855235
CMP3014,7.866582963,6.852580655
CMP3015,8.636572537,7.777922322
CMP3016,7.820075356,5.628897001
CMP3017,8.81271251,3.13216524
CMP3018,9.777708181,9.636600193
CMP3019,9.87549765,8.990291465
CMP3020,9.743315627,11.2110685
CMP3021,8.82977311,9.573020739
CMP3022,7.859386595,8.223580195
CMP3023,6.207145872,5.558140316
CMP3024,9.038034088,9.768864769
CMP3025,8.946434761,8.699259977
CMP3026,6.477283688,6.956300207
CMP3027,9.265324652,8.989034314
CMP3028,6.677590522,6.114768964
CMP3029,9.44322176,5.78110262
CMP3030,8.880190263,6.895316629
CMP3031,9.098302762,7.398797869
CMP3032,7.947663014,7.311263397
CMP3033,7.772851077,7.94854545
CMP3034,7.804238885,5.92288511
CMP3035,6.785014946,3.691368413
CMP3036,7.90677113,8.114959196
CMP3037,9.696359812,8.61787392
CMP3038,8.442074002,5.030019406
CMP3039,7.884822695,6.422622687
CMP3040,7.261155399,7.58789924
CMP3041,7.903699234,8.946522408
CMP3042,8.804962312,8.247580538
CMP3043,6.544485265,7.588192124
CMP3044,6.117695784,3.989987334
CMP3045,9.591744798,9.525155385
CMP3046,8.050084008,9.501818484
CMP3047,8.882713391,9.836657619
CMP3048,8.407835203,8.038807881
CMP3049,7.188184189,6.355284981
CMP3050,8.001026363,8.540684083
CMP3051,8.327861713,8.866270855
CMP3052,8.246393246,7.415301223
CMP3053,7.862816279,10.53656682
CMP3054,8.826918766,9.495041967
CMP3055,8.774917906,10.60777149
CMP3056,6.366259145,7.63431725
CMP3057,9.376304699,9.234658265
CMP3058,9.368680659,11.03544674
CMP3059,7.880432225,10.41420628
CMP3060,9.407459798,11.0655961
CMP3061,7.421217275,9.596331969
CMP3062,9.397084035,9.841414081
CMP3063,7.7174392,7.715817999
CMP3064,8.938980968,8.218856351
CMP3065,8.117749349,7.62147302
CMP3066,7.574299736,4.263575395
CMP3067,9.054102062,5.008986472
CMP3068,7.472129157,8.625075652
CMP3069,9.583756437,8.070383618
CMP3070,9.698365051,8.318524807
CMP3071,7.614406182,10.27757715
CMP3072,8.773974923,9.772412991
CMP3073,7.838585997,8.701646076
CMP3074,7.048808746,9.881079147
CMP3075,8.550321499,9.511395572
CMP3076,8.53861734,8.150893946
CMP3077,9.587150492,11.22457848
CMP3078,7.14829246,4.478906895
CMP3079,6.717723895,5.034027055
CMP3080,8.840475568,9.888836033
CMP3081,7.41864709,8.388241572
CMP3082,9.132846416,9.84257483
CMP3083,9.036049995,8.939603267
CMP3084,6.262269455,6.223914465
CMP3085,8.405655971,9.094104073
CMP3086,8.818992664,9.761515357
CMP3087,7.610465183,6.197671034
CMP3088,9.163389076,9.50558872
CMP3089,7.734088243,5.861641229
CMP3090,9.14396556,3.484417532
CMP3091,6.571580672,5.647542444
CMP3092,7.431357415,8.247733386
CMP3093,6.806697085,5.787534306
CMP3094,7.102703952,7.162397697
CMP3095,8.988493059,10.98061231
CMP3096,8.725159258,8.934245768
CMP3097,9.027857917,8.968461131
CMP3098,7.533144106,4.576990778
CMP3099,9.375802836,7.775637432
CMP3100,8.390503492,7.137394739
CMP3101,10.02990207,11.12246779
CMP3102,8.198043194,9.644218622
CMP3103,9.594757385,9.821377532
CMP3104,9.63724573,7.126853687
CMP3105,8.467667389,8.000975158
CMP3106,9.99260934,10.27400449
CMP3107,8.854134923,10.21438447
CMP3108,7.286085345,7.309389462
CMP3109,6.973407837,10.92215125
CMP3110,7.357000089,8.660679307
CMP3111,8.730972117,8.86631238
CMP3112,9.227325204,8.219816529
CMP3113,9.442976234,8.340004353
CMP3114,8.104116323,9.299240629
CMP3115,9.012634273,8.890140667
CMP3116,8.144332053,9.810694132
CMP3117,9.242814417,10.82534781
CMP3118,9.322177176,11.06581816
CMP3119,9.322578806,11.12412197
CMP3120,8.186958938,10.5638605
CMP3121,7.866212124,10.66837875
CMP3122,7.736277354,7.331697826
CMP3123,9.311258586,9.301049444
CMP3124,9.283795472,5.380224275
CMP3125,9.219229895,7.641996323
CMP3126,9.302549988,11.00587738
CMP3127,8.47525792,7.466739462
CMP3128,7.770546048,5.142146925
CMP3129,8.290189742,8.461043563
CMP3130,6.863892004,4.57161737
CMP3131,6.607878301,6.626109853
CMP3132,6.983760447,4.721984662
CMP3133,7.98222243,9.973618851
CMP3134,7.644286096,10.25780946
CMP3135,7.030730331,5.143529728
CMP3136,9.418863322,10.10546797
CMP3137,7.436801676,6.931623149
CMP3138,8.872043628,7.696196029
CMP3139,8.470122008,9.734592669
CMP3140,9.499673265,9.132960943
CMP3141,9.298809263,6.00449658
CMP3142,8.678112217,9.400920281
CMP3143,9.435790415,9.8416017
CMP3144,6.66416434,5.401639333
CMP3145,6.923025975,8.63649266
CMP3146,8.792119768,10.41979236
CMP3147,9.154520223,10.03809154
CMP3148,7.247430777,5.0802972
CMP3149,7.545536436,8.749828425
CMP3150,7.549974896,8.7210114
CMP3151,9.065708164,10.00247953
CMP3152,9.262370395,10.23185575
CMP3153,6.550940644,5.577072668
CMP3154,9.103018103,9.100254265
CMP3155,8.988684046,9.671503605
CMP3156,9.677837052,8.513870648
CMP3157,8.484559304,5.44345705
CMP3158,9.367995685,10.0435415
CMP3159,8.917729562,6.129453803
CMP3160,8.977003184,9.602608989
CMP3161,8.363612405,8.84521615
