"compounds","diff_models","amerdata","nndata"
"CMP151",1.84547655820469,9.14408804141945,7.29861148321475
"CMP152",1.84494719161915,8.04768948861472,9.89263668023387
"CMP153",0.288954568088556,8.60291925684889,8.31396468876033
"CMP154",1.48800473218794,8.22653422385056,9.7145389560385
"CMP155",0.706032084653174,8.10045641488779,8.80648849954096
"CMP156",0.602619036891312,8.31079389002194,8.91341292691325
"CMP157",1.35159553541298,8.14054454947944,9.49214008489242
"CMP158",2.65340925478109,8.05742246563591,10.710831720417
"CMP159",0.836411191701963,8.00011478570653,8.83652597740849
"CMP160",3.49802764543509,8.11781858736425,4.61979094192916
"CMP161",1.80464671521727,8.15170022615796,9.95634694137523
"CMP162",1.29337538354432,8.29774276512876,9.59111814867308
"CMP163",1.48265893959781,8.82325072932931,7.3405917897315
"CMP164",0.424066982504063,8.13267219435081,7.70860521184675
"CMP165",1.34640359052101,8.66748831612845,7.32108472560744
"CMP166",0.713773566607809,8.43829195562682,9.15206552223463
"CMP167",0.275478339944106,8.77424688217333,8.49876854222922
"CMP168",0.836944409147544,8.44764284652096,7.61069843737342
"CMP169",2.47399740330327,8.14303818505482,10.6170355883581
"CMP170",2.49143174014186,8.22932885333092,5.73789711318906
"CMP171",1.59636002275131,7.96348508936088,9.55984511211219
"CMP172",0.452496569991695,8.03689734105943,7.58440077106773
"CMP173",0.522898099076345,9.88532716028877,10.4082252593651
"CMP174",2.49212425186013,8.32020752302653,5.8280832711664
"CMP175",1.80793099054064,8.15915378119013,6.35122279064949
"CMP176",1.09794355403852,8.17323386667123,9.27117742070975
"CMP177",1.921751031557,8.03147726906066,9.95322830061767
"CMP178",1.10734863910301,8.34089222618246,7.23354358707945
"CMP179",1.6297274897469,8.04144219621433,9.67116968596123
"CMP180",1.56001235264436,8.18006516535285,6.62005281270849
"CMP181",1.34166104434056,8.26441449001001,9.60607553435057
"CMP182",0.821538910521461,8.14697597006306,8.96851488058452
"CMP183",1.65749960163438,8.01118849331189,9.66868809494627
"CMP184",2.60896226975197,8.87360813114938,6.26464586139741
"CMP185",3.95121064971915,8.62364058687497,4.67242993715582
"CMP186",1.20756900283518,8.91011438427657,10.1176833871117
"CMP187",1.91261754625201,7.96298407425615,9.87560162050816
"CMP188",0.916007961867596,8.31856988122189,7.40256191935429
"CMP189",1.9887296181288,8.11319086195588,10.1019204800847
"CMP190",0.701619178175013,8.49695813585284,7.79533895767783
"CMP191",1.16536763626074,8.40900306112138,9.57437069738212
"CMP192",2.50177993206965,8.07192026547589,10.5737001975455
"CMP193",0.765788702458309,8.03096731165869,7.26517860920038
"CMP194",0.360119766457539,8.08943666001004,7.7293168935525
"CMP195",1.55810207381299,8.81975030062766,10.3778523744406
"CMP196",2.84170112029272,8.19189098951464,5.35018986922192
"CMP197",1.63216433103053,8.18958761301949,9.82175194405002
"CMP198",0.697761417546439,8.38245661316097,7.68469519561453
"CMP199",1.82072540985594,8.3471231630343,10.1678485728902
"CMP200",1.07655133387555,8.36744126650441,7.29088993262886
"CMP201",0.493039123880465,8.91993816725235,8.42689904337189
"CMP202",0.275058825733216,7.99598461781495,8.27104344354817
"CMP203",1.04099127778266,8.15749894772354,9.1984902255062
"CMP204",0.422070071456518,7.99037511545468,7.56830504399816
"CMP205",3.77780363203621,8.56708712649973,4.78928349446352
"CMP206",1.22015511821219,8.54293011115239,9.76308522936458
"CMP207",1.63146926866671,8.05138350552684,6.41991423686013
"CMP208",0.197165804269138,8.11319103088261,8.31035683515175
"CMP209",0.785263335820632,8.09207831352391,8.87734164934454
"CMP210",0.0307342928114807,8.20983534545271,8.24056963826419
"CMP211",1.02622547956283,8.26130527296105,9.28753075252388
"CMP212",2.65398488551452,8.4771818028788,5.82319691736428
"CMP213",0.629092893839632,8.84820105268827,8.21910815884864
"CMP214",0.314858497934953,8.48954819507131,8.80440669300626
"CMP215",0.813624964224157,8.25980944208805,9.07343440631221
"CMP216",0.013462982219826,8.40216000347013,8.3886970212503
"CMP217",0.390231480663195,8.17448740066305,7.78425591999986
"CMP218",0.789116147153303,8.45552299122577,9.24463913837907
"CMP219",0.0911519884668266,8.0783584370062,7.98720644853937
"CMP220",2.58428376011823,8.01516304325732,10.5994468033756
"CMP221",2.34306654144959,8.22653422385056,10.5696007653001
"CMP222",0.776408708695095,8.12203590558155,8.89844461427665
"CMP223",1.23618633841412,8.34168506205875,9.57787140047287
"CMP224",0.270257711839918,9.10891584349406,8.83865813165414
"CMP225",0.585938883732384,8.05856914273872,7.47263025900634
"CMP226",2.29388336672265,8.17106239550066,10.4649457622233
"CMP227",2.80322359029339,8.10045641488779,5.2972328245944
"CMP228",0.672127141300184,8.40589703327564,7.73376989197546
"CMP229",1.64531976012934,8.26758529841328,9.91290505854262
"CMP230",1.33936050191703,8.04117548214267,6.70181498022564
"CMP231",1.13174727061908,8.00011478570653,9.13186205632561
"CMP232",0.720526637249591,8.30304628707372,9.02357292432331
"CMP233",2.36622009621738,8.11781858736425,5.75159849114687
"CMP234",1.05171712641432,8.98988590686869,10.041603033283
"CMP235",0.7023318996331,8.29774276512876,9.00007466476186
"CMP236",0.186413747011381,8.33063089799152,8.5170446450029
"CMP237",0.314582009080167,8.0408338198036,7.72625181072343
"CMP238",0.281725910503585,8.18473435470611,8.4664602652097
"CMP239",2.18602053795621,8.06094777430061,10.2469683122568
"CMP240",1.01944577220451,8.23476854915093,7.21532277694642
"CMP241",1.17641419314086,8.22069287046082,7.04427867731996
"CMP242",0.529986695147052,8.28442576893318,8.81441246408023
"CMP243",2.15771987726229,8.29962125148598,6.14190137422369
"CMP244",3.16722049404343,8.19142024679117,5.02419975274773
"CMP245",1.07571815963,9.51030084495264,10.5860190045826
"CMP246",1.82731844461582,8.87484063811495,10.7021590827308
"CMP247",3.31890165082917,8.18006516535285,4.86116351452368
"CMP248",3.90046923811628,8.79266580925244,4.89219657113617
"CMP249",1.73236906577057,8.29412456063247,10.026493626403
"CMP250",0.516064713501738,8.14690311055571,8.66296782405745
"CMP251",1.87977113588704,8.91011438427657,10.7898855201636
"CMP252",1.0274828635588,9.04160679166609,8.01412392810729
"CMP253",0.413737412422524,8.35056960067336,7.93683218825084
"CMP254",3.7564354403671,9.06452846762753,5.30809302726043
"CMP255",3.20494668996219,7.97523789617843,4.77029120621624
"CMP256",0.313572483281447,8.25885012918073,8.57242261246218
"CMP257",3.59008760192193,8.97159490314565,5.38150730122372
"CMP258",2.96244692653321,8.11948549681672,5.15703857028351
"CMP259",1.99587342952836,8.02561134628152,10.0214847758099
"CMP260",0.0433750597932026,8.54665796578972,8.50328290599652
"CMP261",0.3206562059988,8.77513527233707,8.45447906633827
"CMP262",1.12539982409394,9.20482022609936,10.3302200501933
"CMP263",2.12523213712808,8.74567799370867,6.62044585658059
"CMP264",0.596828750212314,7.98487889947342,8.58170764968573
"CMP265",1.23753797564218,9.46576150453192,8.22822352888974
"CMP266",2.3126476110355,8.25437044431902,10.5670180553545
"CMP267",2.58223963144351,8.13655631769821,10.7187959491417
"CMP268",2.61807197443758,8.00654275239985,10.6246147268374
"CMP269",0.793695868362713,8.91993816725235,8.12624229888964
"CMP270",0.639464872998187,8.18548130009574,7.54601642709755
"CMP271",2.34791215252002,8.05822919640578,5.71031704388576
"CMP272",2.58005310650935,8.53463888469339,11.1146919912027
"CMP273",0.458811318075082,7.99231694895923,8.45112826703431
"CMP274",1.2437131748535,8.28041195798877,7.03669878313527
"CMP275",0.0825171855471423,7.95942821938005,7.87691103383291
"CMP276",0.361918922735146,8.0890189653909,8.45093788812605
"CMP277",0.603981351076898,8.25980944208805,8.86379079316495
"CMP278",0.929217998438142,8.04872562591245,8.97794362435059
"CMP279",1.82840038928742,8.23759717923299,10.0659975685204
"CMP280",0.919215562740007,8.22653422385056,9.14574978659057
"CMP281",2.63969540888913,8.12203590558155,10.7617313144707
"CMP282",0.216927811117722,8.29664116815381,8.07971335703609
"CMP283",1.4211256879358,8.86862707495229,10.2897527628881
"CMP284",2.85170743133506,8.42022301375871,11.2719304450938
"CMP285",0.15128348967443,8.29184029407425,8.44312378374868
"CMP286",1.7489288203148,8.26758529841328,10.0165141187281
"CMP287",0.509845665485914,8.04117548214267,7.53132981665676
"CMP288",0.964854567667459,8.00011478570653,8.96496935337399
"CMP289",0.920422163445295,9.45200072209697,8.53157855865168
"CMP290",2.67615919820641,8.11781858736425,5.44165938915784
"CMP291",0.254620568141867,8.81258730401715,9.06720787215902
"CMP292",0.50310370232115,8.06714628128311,8.57024998360426
"CMP293",0.0817254318132283,7.99548974292344,8.07721517473667
"CMP294",0.197025285357315,7.9754753244351,8.17250060979242
"CMP295",0.727955680734456,8.61793041833737,7.88997473760291
"CMP296",0.52369398506497,8.09928531651479,7.57559133144982
"CMP297",4.32720517714053,8.1760977490769,3.84889257193637
"CMP298",2.1593673876033,8.68929787223887,10.8486652598422
"CMP299",1.99736111129403,8.48965178495755,6.49229067366352
"CMP300",0.348466738111433,8.15550481679552,8.50397155490695
"CMP301",0.560405923728108,8.43086178652076,8.99126771024887
"CMP302",1.93131160748433,8.86454935238689,6.93323774490256
"CMP303",0.650877116240734,8.68445016665362,9.33532728289435
"CMP304",1.62705457712719,8.09141679688105,6.46436221975386
"CMP305",1.86510534497987,8.11778801400269,6.25268266902282
"CMP306",1.04119940061252,8.6588660533092,9.70006545392172
"CMP307",1.2932908985401,8.08108960874474,6.78779871020464
"CMP308",0.705923568642262,8.18550487919639,8.89142844783865
"CMP309",1.81970276009589,8.13557746208176,9.95528022217765
"CMP310",2.61601341409332,8.26500838677405,5.64899497268073
"CMP311",1.08793089384505,8.21052941953771,9.29846031338276
"CMP312",0.9143373591989,9.01979531368966,9.93413267288856
"CMP313",1.50173221042761,8.33810861314969,6.83637640272208
"CMP314",3.28582928120446,8.28352581599073,4.99769653478627
"CMP315",1.60026140514896,8.12628204354829,9.72654344869725
"CMP316",0.558416469526781,9.14768015364585,9.70609662317263
"CMP317",4.49013902747923,9.06452846762753,4.5743894401483
"CMP318",3.13894694768717,7.97523789617843,4.83629094849126
"CMP319",0.627328047712872,8.11514712840641,8.74247517611928
"CMP320",0.573146168732978,8.03799060413517,7.46484443540219
"CMP321",1.05268904299163,8.11948549681672,7.06679645382509
"CMP322",0.134499071458491,8.2089005952868,8.07440152382831
"CMP323",1.23307323313498,9.01759703050769,10.2506702636427
"CMP324",1.6604305779044,8.30100187508698,9.96143245299138
"CMP325",2.7109839308296,8.00099027178747,5.29000634095788
"CMP326",1.67687978408178,8.08577622387068,6.4088964397889
"CMP327",1.11759874772033,8.18223952733623,9.29983827505656
"CMP328",0.374549127211619,8.10299098298761,7.72844185577599
"CMP329",0.0224931638840911,8.15447930824992,8.17697247213401
"CMP330",1.12359656510879,8.00219197873388,9.12578854384267
"CMP331",0.853320553277762,8.20931628914446,7.3559957358667
"CMP332",0.202356654474748,8.64240093629151,8.44004428181676
"CMP333",0.663022611264557,8.36744126650441,7.70441865523985
"CMP334",0.379725062484651,8.55206483307965,8.172339770595
"CMP335",1.07986831449918,8.41363733164412,7.33376901714494
"CMP336",0.0511755196315793,8.94299965919881,8.99417517883039
"CMP337",1.07844091116159,8.0268421614037,6.94840125024211
"CMP338",0.900684079470203,8.84820105268827,9.74888513215847
"CMP339",0.131731285765179,9.08254318360435,8.95081189783917
"CMP340",0.937890467811789,8.25980944208805,7.32191897427626
"CMP341",2.12842559302641,7.9866536659773,10.1150792590037
"CMP342",0.312952624618022,8.21495275525785,7.90200013063983
"CMP343",0.85033725428843,8.38699620113606,9.23733345542449
"CMP344",0.355129882903602,8.21252073304597,7.85739085014237
"CMP345",2.30413789122615,8.17106239550066,10.4752002867268
"CMP346",0.749167255143098,8.36026539421014,9.10943264935324
"CMP347",0.78576601636582,8.71373903445841,7.92797301809259
"CMP348",0.706216072064628,8.57132903550949,7.86511296344486
"CMP349",0.997224732487357,8.03536815969178,7.03814342720442
"CMP350",0.65474085033999,8.39680843377793,7.74206758343794
"CMP351",1.82234522488865,8.26758529841328,10.0899305233019
"CMP352",1.34815200054968,7.98933794180379,9.33748994235347
"CMP353",0.721819285683118,8.04117548214267,7.31935619645955
"CMP354",0.971929752012453,8.04285325388408,7.07092350187163
"CMP355",3.20377319833561,9.22035043084858,6.01657723251297
"CMP356",1.19334519496997,9.45200072209697,8.258655527127
"CMP357",3.44868745067559,8.11781858736425,4.66913113668866
"CMP358",1.63063559015784,8.3589646732284,9.98960026338623
"CMP359",1.47202467092163,8.10570959889609,9.57773426981771
"CMP360",0.00640686595642936,7.99548974292344,7.98908287696701
"CMP361",2.6177041230054,8.41802531585574,5.80032119285034
"CMP362",0.50462921585136,8.05492845073114,7.55029923487978
"CMP363",1.94647104212754,8.52337940123843,10.469850443366
"CMP364",0.650235130953313,8.12642186146655,7.47618673051324
"CMP365",0.113304171643225,8.13678015810967,8.25008432975289
"CMP366",1.50799099138148,7.98346559531271,9.49145658669419
"CMP367",1.00548465766079,8.24978026370427,7.24429560604348
"CMP368",0.843204517833051,8.1872060653705,9.03041058320355
"CMP369",1.28312337901518,8.44764284652096,7.16451946750578
"CMP370",0.390112956324871,7.98027754969061,7.59016459336574
"CMP371",1.03001701722937,8.08939257065951,9.11940958788887
"CMP372",3.33600683512947,8.05280042367377,4.7167935885443
"CMP373",0.109157815008455,8.47089342899601,8.36173561398756
"CMP374",3.25635919446258,8.77786089819022,5.52150170372764
"CMP375",0.341002658887852,8.09217883817923,8.43318149706708
"CMP376",0.495317817042524,8.93836252844504,8.44304471140252
"CMP377",2.41482310538164,8.27276862771734,5.8579455223357
"CMP378",0.0826012577963091,8.3029775554271,8.22037629763079
"CMP379",0.465865134076793,8.71003449614943,8.24416936207264
"CMP380",1.46596675027098,8.30297782268033,6.83701107240935
"CMP381",0.567158232686492,8.28869714277103,7.72153891008454
"CMP382",1.43905166219264,9.14768015364585,10.5867318158385
"CMP383",3.21540194360511,8.61728350075027,5.40188155714516
"CMP384",0.223204349407371,8.31856988122189,8.09536553181452
"CMP385",0.690143200225127,8.64827980490695,7.95813660468182
"CMP386",0.123842178104542,7.99530647357921,8.11914865168375
"CMP387",0.840191072224341,8.40498040055902,9.24517147278336
"CMP388",1.70803289140029,8.56412821578714,10.2721611071874
"CMP389",0.758957409620276,8.22145091614917,8.98040832576945
"CMP390",1.51335488240339,7.97104275832392,9.48439764072731
"CMP391",0.316119496400964,8.18657508095401,7.87045558455304
"CMP392",2.83298687285193,8.02561134628152,10.8585982191334
"CMP393",3.77925887949548,8.65873354084165,4.87947466134617
"CMP394",0.405181704695081,7.99977603192148,8.40495773661656
"CMP395",0.59287386505815,9.45262066936633,8.85974680430818
"CMP396",0.0655610112630107,8.77513527233707,8.84069628360008
"CMP397",0.283871486538215,8.12915403726785,8.41302552380607
"CMP398",1.12568944681652,8.11894800585766,6.99325855904114
"CMP399",0.0143720415312014,8.20931628914446,8.19494424761326
"CMP400",0.493385255358277,8.64240093629151,8.14901568093323
"CMP401",1.82623245660687,8.3471231630343,10.1733556196412
"CMP402",0.3439014017719,8.0183691850759,8.3622705868478
"CMP403",0.171153901891078,8.94299965919881,9.11415356108989
"CMP404",1.56959183479802,8.12141789740669,9.69100973220471
"CMP405",0.77130513949812,8.61963293896329,9.39093807846141
"CMP406",0.155147619529629,8.42041160000198,8.57555921953161
"CMP407",1.95458050364027,8.02967399245705,9.98425449609732
"CMP408",1.39941392281675,8.16220931507432,9.56162323789107
"CMP409",0.461707427444898,8.00058457932465,8.46229200676955
"CMP410",0.166320715798294,9.08254318360435,8.91622246780606
"CMP411",0.633477935851923,8.32707388194435,8.96055181779627
"CMP412",0.928417394147478,8.17448740066305,7.24607000651557
"CMP413",0.925733168540804,8.0336984763519,7.1079653078111
"CMP414",0.111424564559299,7.96005857955024,8.07148314410954
"CMP415",1.95336385689045,7.9866536659773,9.94001752286775
"CMP416",2.76511106554051,8.12203590558155,10.8871469711221
"CMP417",1.78448443930357,8.57246028669645,6.78797584739288
"CMP418",0.573720017265914,8.2291900390078,7.65547002174189
"CMP419",1.74848589351973,8.42022301375871,10.1687089072784
"CMP420",1.09282789782752,8.20903486751331,7.11620696968579
"CMP421",0.924774147784619,8.13522758724184,9.06000173502646
"CMP422",1.80586283681599,8.26758529841328,10.0734481352293
"CMP423",0.56158064975017,7.98933794180379,8.55091859155396
"CMP424",0.72038230522122,8.04117548214267,7.32079317692145
"CMP425",1.94033957209053,8.04285325388408,6.10251368179354
"CMP426",2.17972067949234,9.22035043084858,7.04062975135624
"CMP427",1.37743441971289,8.22613625723278,9.60357067694567
"CMP428",0.994513137938542,8.36458728250134,9.35910042043988
"CMP429",0.169067601797042,8.04448592321229,7.87541832141525
"CMP430",0.587129612812507,8.16322282043414,7.57609320762163
"CMP431",0.10175625383394,8.02197085601083,7.92021460217689
"CMP432",1.36891917790427,8.02981267865656,9.39873185656083
"CMP433",2.37599137069991,8.14894920197699,10.5249405726769
"CMP434",1.60964740792932,8.06621056255226,6.45656315462295
"CMP435",1.58627553735771,8.14904936570935,9.73532490306706
"CMP436",0.320024853093656,8.50643459118455,8.82645944427821
"CMP437",1.53329154664189,8.92832110925114,7.39502956260925
"CMP438",2.14592742446842,9.06610885830889,6.92018143384047
"CMP439",1.4415543289733,8.07569456093204,6.63414023195875
"CMP440",0.529546926394629,8.22069287046082,7.69114594406619
"CMP441",3.84616243692663,8.05280042367377,4.20663798674714
"CMP442",0.438362583553318,7.99719863187383,8.43556121542715
"CMP443",1.40006538874219,8.14096945556457,9.54103484430676
"CMP444",3.43166644886031,9.18505507291042,5.75338862405011
"CMP445",0.78028710470321,8.52812764898256,7.74784054427935
"CMP446",1.47420178093769,7.97677811667512,9.45097989761281
"CMP447",1.45912335748356,8.6420669163171,10.1011902738007
"CMP448",0.436237972340464,8.71003449614943,8.27379652380897
"CMP449",1.97366016906028,8.02034057983647,9.99400074889675
"CMP450",0.428775049918935,8.46568476910089,8.89445981901982
"CMP451",0.322597390197271,8.28387595572173,7.96127856552446
"CMP452",2.09346141369213,8.0171761861352,10.1106375998273
"CMP453",0.32428614522215,9.32768371424054,9.65196985946269
"CMP454",0.687328867501272,8.96008307150852,9.64741193900979
"CMP455",1.4371065638084,8.88526492645318,7.44815836264478
"CMP456",2.05488789519708,9.02218963558545,11.0770775307825
"CMP457",0.648221616176578,8.64827980490695,8.00005818873037
"CMP458",0.978405005775688,8.37953750979265,7.40113250401696
"CMP459",0.530380784487298,8.15279037694036,7.62240959245306
"CMP460",0.456998531045712,8.0128808067664,7.55588227572069
"CMP461",3.1717603011449,9.04016799957367,5.86840769842877
"CMP462",1.07383346680463,8.03401406771979,9.10784753452442
"CMP463",1.97964476283642,8.12915403726785,10.1087988001043
"CMP464",2.58660677593621,9.1714643623938,6.58485758645759
