"V1"
"CMP1",5.89714135548867
"CMP2",7.79430513681063
"CMP3",7.56178295660612
"CMP4",7.95062926371781
"CMP5",9.15461289105533
"CMP6",11.1522217160072
"CMP7",8.0903511631063
"CMP8",8.56209270247796
"CMP9",9.40819376953425
"CMP10",7.11049007425548
"CMP11",4.05316324971254
"CMP12",7.21644758068868
"CMP13",8.95187326270394
"CMP14",7.9182303934309
"CMP15",8.01756420606995
"CMP16",9.96292612562568
"CMP17",9.77349476840553
"CMP18",8.43292409088883
"CMP19",9.35526209863925
"CMP20",8.47770678253688
"CMP21",7.37695375945804
"CMP22",4.74324497352066
"CMP23",7.06788507357811
"CMP24",7.96623715648444
"CMP25",9.58687678729895
"CMP26",10.0472436026149
"CMP27",6.15104695766717
"CMP28",9.91262506984754
"CMP29",6.2312566234935
"CMP30",9.68459272305273
"CMP31",8.73979524413612
"CMP32",5.6971571549762
"CMP33",5.54323035048628
"CMP34",7.84591991035656
"CMP35",7.26362094251693
"CMP36",9.78755971151531
"CMP37",7.50511742649839
"CMP38",9.11383904155635
"CMP39",5.78435476238533
"CMP40",9.03096571510045
"CMP41",8.39635820236345
"CMP42",6.0350615324392
"CMP43",9.22039523238129
"CMP44",9.13478468970616
"CMP45",2.8805486526771
"CMP46",4.68114011916133
"CMP47",7.79752811172595
"CMP48",5.49182841151109
"CMP49",9.39349664581828
"CMP50",9.48252813211243
"CMP51",5.42378761293038
"CMP52",6.7747257994243
"CMP53",8.00643458576144
"CMP54",10.5143662344037
"CMP55",6.97177370229779
"CMP56",9.08244151459653
"CMP57",9.38258287379071
"CMP58",8.93838753024207
"CMP59",8.19368615556075
"CMP60",10.0719858726609
"CMP61",6.18555656726114
"CMP62",5.84275082361716
"CMP63",6.68251646597342
"CMP64",8.5577938332139
"CMP65",9.40373660600535
"CMP66",10.1462588586082
"CMP67",8.91689186871229
"CMP68",8.48668458161914
"CMP69",9.02764823997579
"CMP70",8.3422920456568
"CMP71",9.66932841258542
"CMP72",5.36239967313234
"CMP73",6.77743023725114
"CMP74",8.15832974588902
"CMP75",7.19327857322241
"CMP76",9.43874222595806
"CMP77",8.48202460176649
"CMP78",8.47556443308156
"CMP79",9.07717860457708
"CMP80",8.74020520696662
"CMP81",9.06010065240884
"CMP82",9.70820877090858
"CMP83",4.72722039942206
"CMP84",7.99555115274618
"CMP85",9.96893185893809
"CMP86",8.91859525265549
"CMP87",8.79574526880509
"CMP88",7.2253837890781
"CMP89",9.89302221641546
"CMP90",7.27022359894144
"CMP91",6.39717508322498
"CMP92",8.42708203045048
"CMP93",7.29818572267392
"CMP94",10.6788981682437
"CMP95",8.98294489438676
"CMP96",9.92581169276954
"CMP97",7.69738351159112
"CMP98",7.9510776413245
"CMP99",8.13883309511291
"CMP100",6.7301884455456
"CMP101",7.03231847604054
"CMP102",5.90823440677384
"CMP103",8.63753204812603
"CMP104",6.76711793626733
"CMP105",6.11666270255451
"CMP106",7.66681876661288
"CMP107",6.30172875345204
"CMP108",6.24639575806162
"CMP109",9.97862243199099
"CMP110",10.1136134506945
"CMP111",7.03550651146868
"CMP112",8.43922685954805
"CMP113",7.23270522241788
"CMP114",7.36811296017725
"CMP115",8.18160489512121
"CMP116",9.06601230738674
"CMP117",7.38327885663996
"CMP118",10.3570652610432
"CMP119",8.83702348599071
"CMP120",8.27118708067022
"CMP121",9.6380126002672
"CMP122",3.21901384939829
"CMP123",10.1580912726393
"CMP124",9.55714492528222
"CMP125",8.73040910383817
"CMP126",10.135553416027
"CMP127",8.37457690378162
"CMP128",6.14772053974815
"CMP129",6.61044616122292
"CMP130",6.00720410158318
"CMP131",9.28139169445019
"CMP132",9.02103267719256
"CMP133",8.33938756188778
"CMP134",6.67897421646236
"CMP135",7.55723936895763
"CMP136",8.4387451503735
"CMP137",7.76083420701096
"CMP138",9.43636676551341
"CMP139",9.03618000810498
"CMP140",7.57829447805466
"CMP141",7.912905059734
"CMP142",8.74700625299483
"CMP143",7.32507719483363
"CMP144",6.98694123688802
"CMP145",10.6579722788611
"CMP146",8.50391545115746
"CMP147",5.82827191533965
"CMP148",6.43379251902242
"CMP149",8.02853876890619
"CMP150",9.02469429397311
"CMP151",8.41215225582588
"CMP152",7.98460877732539
"CMP153",10.0228770325642
"CMP154",9.27423159559591
"CMP155",7.45741616139691
"CMP156",10.1202654110645
"CMP157",5.5154319930787
"CMP158",8.30448060217567
"CMP159",8.94611950012338
"CMP160",6.7433640327716
"CMP161",8.53321584792656
"CMP162",7.25182794307794
"CMP163",4.82688941838244
"CMP164",9.5697009377315
"CMP165",8.55168931537914
"CMP166",8.11619595274398
"CMP167",5.87057852206487
"CMP168",9.84987601257536
"CMP169",9.92065033321335
"CMP170",6.52764472809453
"CMP171",9.30581630475237
"CMP172",10.2995331980301
"CMP173",8.62752043030378
"CMP174",7.06872964144156
"CMP175",5.99998791538328
"CMP176",8.36623962621836
"CMP177",8.39853187396955
"CMP178",11.0360122323985
"CMP179",7.90602658416541
"CMP180",7.98982346153338
"CMP181",6.53208559699513
"CMP182",9.27290796019498
"CMP183",5.26803832989138
"CMP184",5.9960492436877
"CMP185",7.27047269680119
"CMP186",7.66207455731413
"CMP187",9.89353204676249
"CMP188",8.55343394967377
"CMP189",8.72580217626641
"CMP190",9.65390991192549
"CMP191",5.97128864446827
"CMP192",9.19934697928496
"CMP193",4.11555644725024
"CMP194",9.18270600442411
"CMP195",8.64499203882967
"CMP196",8.47374188067352
"CMP197",8.06477606801442
"CMP198",2.90562614166483
"CMP199",5.46628880949239
